timestamp,open,high,low,close,volume
1756944000000,855.21,857.17,848.55,849.08,50460.26
1756958400000,849.08,849.97,844.56,847.95,76410.86
1756972800000,847.95,850.08,847.12,848.02,45001.27
1756987200000,848.02,849.98,843.04,844.57,68924.94
1757001600000,844.56,846.91,841.08,843.7,51499.21
1757016000000,843.7,850.0,843.25,843.8,39081.37
1757030400000,843.8,847.98,842.33,845.93,42597.18
1757044800000,845.94,851.35,843.58,850.72,49703.66
1757059200000,850.71,851.19,847.73,851.04,43098.63
1757073600000,851.04,857.99,845.11,849.07,159346.49
1757088000000,849.08,851.98,848.55,851.19,30901.29
1757102400000,851.19,852.67,848.7,850.28,31465.58
1757116800000,850.28,860.31,849.75,858.68,78353.22
1757131200000,858.68,860.58,856.39,859.78,66715.07
1757145600000,859.79,862.92,856.94,861.63,91421.71
1757160000000,861.62,865.77,859.3,860.01,90925.45
1757174400000,860.01,862.25,857.86,858.23,47487.23
1757188800000,858.22,863.78,857.0,861.47,38132.32
1757203200000,861.47,868.97,861.12,866.65,71791.94
1757217600000,866.64,868.5,865.04,868.18,48694.56
1757232000000,868.18,874.85,867.78,874.11,88735.86
1757246400000,874.11,875.99,870.01,875.12,65345.23
1757260800000,875.12,877.4,872.84,875.9,51114.49
1757275200000,875.91,884.97,873.69,880.67,82724.71
1757289600000,880.68,886.59,878.25,882.5,116156.08
1757304000000,882.51,882.92,871.39,874.54,100093.42
1757318400000,874.54,879.75,870.01,879.19,105771.22
1757332800000,879.18,883.44,877.56,880.58,79088.39
1757347200000,880.58,882.5,876.52,878.12,51465.48
1757361600000,878.13,882.97,877.6,878.55,42743.11
1757376000000,878.54,880.38,872.01,875.55,66128.85
1757390400000,875.55,884.92,874.51,881.75,80005.89
1757404800000,881.74,885.42,880.6,880.68,60845.51
1757419200000,880.69,882.73,871.72,873.72,128222.36
1757433600000,873.72,877.87,873.08,877.43,36567.37
1757448000000,877.44,884.0,874.83,880.3,63321.57
1757462400000,880.29,883.1,877.51,881.01,49109.97
1757476800000,881.02,886.38,879.15,884.03,68009.21
1757491200000,884.04,885.92,881.79,885.15,62245.14
1757505600000,885.14,908.1,884.76,896.04,458819.6
1757520000000,896.04,899.96,888.8,891.21,108468.14
1757534400000,891.2,895.77,888.57,894.14,76409.89
1757548800000,894.14,895.67,888.82,895.0,69281.03
1757563200000,895.01,899.08,892.88,896.92,73585.75
1757577600000,896.93,902.96,895.2,899.65,83085.62
1757592000000,899.66,905.45,884.04,893.57,202014.65
1757606400000,893.57,898.32,893.52,897.21,54331.04
1757620800000,897.22,903.96,895.67,903.13,56023.03
1757635200000,903.13,909.59,902.0,905.25,108420.59
1757649600000,905.25,910.3,903.6,903.93,108229.93
1757664000000,903.96,909.88,902.86,906.0,84825.0
1757678400000,906.0,910.85,904.51,907.44,84419.94
1757692800000,907.43,926.7,907.4,924.76,189830.47
1757707200000,924.75,930.6,922.65,925.5,93475.46
1757721600000,925.5,930.0,924.21,928.33,81208.43
1757736000000,928.33,928.55,924.61,925.65,59933.41
1757750400000,925.65,944.1,924.9,941.84,212703.15
1757764800000,941.84,944.5,932.2,937.17,173208.85
1757779200000,937.16,938.56,922.45,930.57,160797.37
1757793600000,930.58,934.61,929.02,934.21,49169.52
1757808000000,934.22,938.77,929.68,931.68,91456.31
1757822400000,931.68,945.98,928.18,938.2,118199.06
1757836800000,938.2,941.94,931.48,932.21,71913.72
1757851200000,932.2,937.16,923.15,924.87,132577.81
1757865600000,924.86,929.61,923.92,928.09,69288.88
1757880000000,928.08,934.78,925.56,926.82,67299.52
1757894400000,926.82,933.51,922.5,932.74,74349.56
1757908800000,932.75,936.13,922.73,923.84,97557.1
1757923200000,923.84,923.84,911.0,920.46,209695.59
1757937600000,920.45,923.59,912.8,916.95,105538.84
1757952000000,916.94,922.56,913.17,919.94,52547.59
1757966400000,919.95,922.94,918.66,920.12,26370.59
1757980800000,920.11,923.34,917.05,921.76,49919.16
1757995200000,921.76,932.99,917.22,931.46,114494.58
1758009600000,931.47,934.0,925.1,927.82,73885.28
1758024000000,927.83,938.52,922.18,938.0,169335.99
1758038400000,938.0,957.94,932.73,955.42,383559.05
1758052800000,955.42,960.03,954.32,956.26,113611.22
1758067200000,956.26,963.7,954.9,957.6,163708.88
1758081600000,957.6,959.83,947.35,955.4,188917.28
1758096000000,955.39,957.81,951.8,954.0,97499.71
1758110400000,954.0,955.01,947.97,951.78,107472.53
1758124800000,951.78,963.5,946.48,957.0,295375.34
1758139200000,956.97,996.6,952.59,990.81,505408.78
1758153600000,990.81,997.75,979.66,996.32,240965.47
1758168000000,996.31,1001.48,987.56,998.82,253425.16
1758182400000,998.81,1008.19,991.24,992.41,372184.62
1758196800000,992.42,999.5,991.45,994.02,139525.77
1758211200000,994.01,995.95,986.22,988.56,140009.96
1758225600000,988.56,989.7,980.01,981.78,125481.68
1758240000000,981.78,989.2,981.0,985.31,129073.8
1758254400000,985.3,998.0,982.43,995.17,241967.37
1758268800000,995.17,1004.0,985.45,986.43,304819.53
1758283200000,986.43,993.07,974.37,983.23,269164.89
1758297600000,983.23,985.26,975.27,978.78,111761.56
1758312000000,978.77,985.84,977.63,984.48,89603.81
1758326400000,984.48,993.59,983.2,991.99,121524.56
1758340800000,991.99,1002.58,991.09,999.86,188229.07
1758355200000,999.87,1006.19,994.0,1002.21,262604.65
1758369600000,1002.21,1028.45,998.92,1021.67,440635.26
1758384000000,1021.63,1029.81,1015.5,1019.53,293165.61
1758398400000,1019.53,1050.0,1018.76,1044.27,304267.39
1758412800000,1044.28,1084.28,1039.75,1069.99,640981.63
1758427200000,1069.99,1082.0,1059.2,1074.57,312530.71
1758441600000,1074.57,1075.91,1051.0,1051.64,340037.17
1758456000000,1051.65,1058.27,1044.15,1056.73,271419.2
1758470400000,1056.73,1058.4,1040.02,1048.2,216840.0
1758484800000,1048.2,1054.62,1041.67,1048.25,113084.18
1758499200000,1048.25,1051.06,1025.03,1030.58,439923.75
1758513600000,1030.57,1038.81,993.0,1024.43,539465.96
1758528000000,1024.42,1036.75,1012.99,1019.05,284898.7
1758542400000,1019.05,1028.6,994.86,998.33,386092.48
1758556800000,998.34,999.17,976.88,981.59,377157.96
1758571200000,981.55,994.98,979.29,993.51,160904.64
1758585600000,993.51,998.0,963.12,983.11,333288.06
1758600000000,983.1,1006.58,976.99,1002.16,328131.24
1758614400000,1002.16,1014.57,997.07,1011.08,274244.45
1758628800000,1011.07,1027.0,1009.45,1023.1,392856.39
1758643200000,1023.11,1028.14,1006.95,1009.82,272569.58
1758657600000,1009.8,1021.68,1008.84,1016.87,101424.51
1758672000000,1016.86,1027.38,1002.54,1002.96,257174.67
1758686400000,1002.96,1019.53,991.18,1018.4,286574.56
1758700800000,1018.4,1034.96,1013.1,1016.63,332378.88
1758715200000,1016.63,1021.85,1008.0,1009.86,217865.32
1758729600000,1009.86,1019.99,1008.26,1016.2,100692.23
1758744000000,1016.2,1020.0,1012.54,1018.81,75103.97
1758758400000,1018.81,1020.33,996.0,1000.12,250040.13
1758772800000,1000.11,1001.0,986.0,992.4,269580.79
1758787200000,992.4,996.87,981.57,986.56,176644.53
1758801600000,986.55,1001.09,980.0,995.75,298329.63
1758816000000,995.75,997.8,950.84,959.34,602814.25
1758830400000,959.35,961.67,940.0,946.49,231838.09
1758844800000,946.49,960.0,941.38,946.12,195765.35
1758859200000,946.11,950.53,936.6,949.99,195288.4
1758873600000,950.0,951.4,932.67,937.83,198382.67
1758888000000,937.82,952.4,932.8,942.68,252557.87
1758902400000,942.69,966.66,941.71,955.01,237575.39
1758916800000,955.02,961.28,951.76,961.28,70514.25
1758931200000,961.27,967.87,955.82,966.82,106732.09
1758945600000,966.82,974.24,965.05,972.56,127052.43
1758960000000,972.56,975.7,965.55,970.75,117856.55
1758974400000,970.76,986.55,968.88,976.75,172326.99
1758988800000,976.75,977.55,965.01,969.99,123803.64
1759003200000,969.99,978.14,967.59,968.71,72998.22
1759017600000,968.71,975.31,965.62,974.47,96009.26
1759032000000,974.46,975.64,968.73,969.86,59847.46
1759046400000,969.86,973.51,963.06,973.42,114573.72
1759060800000,973.42,979.72,966.44,976.43,114726.46
